DIRECTION,Month of Month,ROUTE_NAME,TIME_PERIOD_NAME,Prc Trips at Crowding Threshold
INBOUND,April 2023,025 - 25 TREASURE ISLAND,0900 Mid-Day (9am-2pm),0%
INBOUND,March 2023,025 - 25 TREASURE ISLAND,0900 Mid-Day (9am-2pm),0%
INBOUND,February 2023,025 - 25 TREASURE ISLAND,0900 Mid-Day (9am-2pm),0%
INBOUND,January 2023,025 - 25 TREASURE ISLAND,0900 Mid-Day (9am-2pm),0%
INBOUND,December 2022,025 - 25 TREASURE ISLAND,0900 Mid-Day (9am-2pm),0%
INBOUND,November 2022,025 - 25 TREASURE ISLAND,0900 Mid-Day (9am-2pm),0%
INBOUND,October 2022,025 - 25 TREASURE ISLAND,0900 Mid-Day (9am-2pm),0%
INBOUND,September 2022,025 - 25 TREASURE ISLAND,0900 Mid-Day (9am-2pm),0%
INBOUND,August 2022,025 - 25 TREASURE ISLAND,0900 Mid-Day (9am-2pm),0%
INBOUND,July 2022,025 - 25 TREASURE ISLAND,0900 Mid-Day (9am-2pm),0%
INBOUND,June 2022,025 - 25 TREASURE ISLAND,0900 Mid-Day (9am-2pm),0%
INBOUND,May 2022,025 - 25 TREASURE ISLAND,0900 Mid-Day (9am-2pm),0%
INBOUND,September 2025,025 - 25 TREASURE ISLAND,1400 School (2pm-4pm),0%
INBOUND,August 2025,025 - 25 TREASURE ISLAND,1400 School (2pm-4pm),0%
INBOUND,July 2025,025 - 25 TREASURE ISLAND,1400 School (2pm-4pm),0%
INBOUND,June 2025,025 - 25 TREASURE ISLAND,1400 School (2pm-4pm),0%
INBOUND,May 2025,025 - 25 TREASURE ISLAND,1400 School (2pm-4pm),0%
INBOUND,April 2025,025 - 25 TREASURE ISLAND,1400 School (2pm-4pm),0%
INBOUND,March 2025,025 - 25 TREASURE ISLAND,1400 School (2pm-4pm),0%
INBOUND,February 2025,025 - 25 TREASURE ISLAND,1400 School (2pm-4pm),0%
INBOUND,January 2025,025 - 25 TREASURE ISLAND,1400 School (2pm-4pm),0%
INBOUND,December 2024,025 - 25 TREASURE ISLAND,1400 School (2pm-4pm),0%
INBOUND,November 2024,025 - 25 TREASURE ISLAND,1400 School (2pm-4pm),0%
INBOUND,October 2024,025 - 25 TREASURE ISLAND,1400 School (2pm-4pm),0%
INBOUND,September 2024,025 - 25 TREASURE ISLAND,1400 School (2pm-4pm),0%
INBOUND,August 2024,025 - 25 TREASURE ISLAND,1400 School (2pm-4pm),0%
INBOUND,July 2024,025 - 25 TREASURE ISLAND,1400 School (2pm-4pm),0%
INBOUND,June 2024,025 - 25 TREASURE ISLAND,1400 School (2pm-4pm),0%
INBOUND,May 2024,025 - 25 TREASURE ISLAND,1400 School (2pm-4pm),0%
INBOUND,April 2024,025 - 25 TREASURE ISLAND,1400 School (2pm-4pm),0%
INBOUND,March 2024,025 - 25 TREASURE ISLAND,1400 School (2pm-4pm),0%
INBOUND,February 2024,025 - 25 TREASURE ISLAND,1400 School (2pm-4pm),0%
INBOUND,January 2024,025 - 25 TREASURE ISLAND,1400 School (2pm-4pm),0%
INBOUND,December 2023,025 - 25 TREASURE ISLAND,1400 School (2pm-4pm),0%
INBOUND,November 2023,025 - 25 TREASURE ISLAND,1400 School (2pm-4pm),0%
INBOUND,October 2023,025 - 25 TREASURE ISLAND,1400 School (2pm-4pm),0%
INBOUND,September 2023,025 - 25 TREASURE ISLAND,1400 School (2pm-4pm),0%
INBOUND,August 2023,025 - 25 TREASURE ISLAND,1400 School (2pm-4pm),0%
INBOUND,July 2023,025 - 25 TREASURE ISLAND,1400 School (2pm-4pm),0%
INBOUND,June 2023,025 - 25 TREASURE ISLAND,1400 School (2pm-4pm),0%
INBOUND,May 2023,025 - 25 TREASURE ISLAND,1400 School (2pm-4pm),0%
INBOUND,April 2023,025 - 25 TREASURE ISLAND,1400 School (2pm-4pm),0%
INBOUND,March 2023,025 - 25 TREASURE ISLAND,1400 School (2pm-4pm),0%
INBOUND,February 2023,025 - 25 TREASURE ISLAND,1400 School (2pm-4pm),0%
INBOUND,January 2023,025 - 25 TREASURE ISLAND,1400 School (2pm-4pm),0%
INBOUND,December 2022,025 - 25 TREASURE ISLAND,1400 School (2pm-4pm),0%
INBOUND,November 2022,025 - 25 TREASURE ISLAND,1400 School (2pm-4pm),0%
INBOUND,October 2022,025 - 25 TREASURE ISLAND,1400 School (2pm-4pm),0%
INBOUND,September 2022,025 - 25 TREASURE ISLAND,1400 School (2pm-4pm),0%
INBOUND,August 2022,025 - 25 TREASURE ISLAND,1400 School (2pm-4pm),0%
INBOUND,July 2022,025 - 25 TREASURE ISLAND,1400 School (2pm-4pm),0%
INBOUND,June 2022,025 - 25 TREASURE ISLAND,1400 School (2pm-4pm),0%
INBOUND,May 2022,025 - 25 TREASURE ISLAND,1400 School (2pm-4pm),0%
INBOUND,September 2025,025 - 25 TREASURE ISLAND,1600 PM Peak (4pm-7pm),0%
INBOUND,August 2025,025 - 25 TREASURE ISLAND,1600 PM Peak (4pm-7pm),0%
INBOUND,July 2025,025 - 25 TREASURE ISLAND,1600 PM Peak (4pm-7pm),0%
INBOUND,June 2025,025 - 25 TREASURE ISLAND,1600 PM Peak (4pm-7pm),0%
INBOUND,May 2025,025 - 25 TREASURE ISLAND,1600 PM Peak (4pm-7pm),0%
INBOUND,April 2025,025 - 25 TREASURE ISLAND,1600 PM Peak (4pm-7pm),0%
INBOUND,March 2025,025 - 25 TREASURE ISLAND,1600 PM Peak (4pm-7pm),0%
INBOUND,February 2025,025 - 25 TREASURE ISLAND,1600 PM Peak (4pm-7pm),0%
INBOUND,January 2025,025 - 25 TREASURE ISLAND,1600 PM Peak (4pm-7pm),0%
INBOUND,December 2024,025 - 25 TREASURE ISLAND,1600 PM Peak (4pm-7pm),0%
INBOUND,November 2024,025 - 25 TREASURE ISLAND,1600 PM Peak (4pm-7pm),0%
INBOUND,October 2024,025 - 25 TREASURE ISLAND,1600 PM Peak (4pm-7pm),0%
INBOUND,September 2024,025 - 25 TREASURE ISLAND,1600 PM Peak (4pm-7pm),0%
INBOUND,August 2024,025 - 25 TREASURE ISLAND,1600 PM Peak (4pm-7pm),0%
INBOUND,July 2024,025 - 25 TREASURE ISLAND,1600 PM Peak (4pm-7pm),0%
INBOUND,June 2024,025 - 25 TREASURE ISLAND,1600 PM Peak (4pm-7pm),0%
INBOUND,May 2024,025 - 25 TREASURE ISLAND,1600 PM Peak (4pm-7pm),0%
INBOUND,April 2024,025 - 25 TREASURE ISLAND,1600 PM Peak (4pm-7pm),0%
INBOUND,March 2024,025 - 25 TREASURE ISLAND,1600 PM Peak (4pm-7pm),0%
INBOUND,February 2024,025 - 25 TREASURE ISLAND,1600 PM Peak (4pm-7pm),0%
INBOUND,January 2024,025 - 25 TREASURE ISLAND,1600 PM Peak (4pm-7pm),0%
INBOUND,December 2023,025 - 25 TREASURE ISLAND,1600 PM Peak (4pm-7pm),0%
INBOUND,November 2023,025 - 25 TREASURE ISLAND,1600 PM Peak (4pm-7pm),0%
INBOUND,October 2023,025 - 25 TREASURE ISLAND,1600 PM Peak (4pm-7pm),0%
INBOUND,September 2023,025 - 25 TREASURE ISLAND,1600 PM Peak (4pm-7pm),0%
INBOUND,August 2023,025 - 25 TREASURE ISLAND,1600 PM Peak (4pm-7pm),0%
INBOUND,July 2023,025 - 25 TREASURE ISLAND,1600 PM Peak (4pm-7pm),0%
INBOUND,June 2023,025 - 25 TREASURE ISLAND,1600 PM Peak (4pm-7pm),0%
INBOUND,May 2023,025 - 25 TREASURE ISLAND,1600 PM Peak (4pm-7pm),0%
INBOUND,April 2023,025 - 25 TREASURE ISLAND,1600 PM Peak (4pm-7pm),0%
INBOUND,March 2023,025 - 25 TREASURE ISLAND,1600 PM Peak (4pm-7pm),0%
INBOUND,February 2023,025 - 25 TREASURE ISLAND,1600 PM Peak (4pm-7pm),0%
INBOUND,January 2023,025 - 25 TREASURE ISLAND,1600 PM Peak (4pm-7pm),0%
INBOUND,December 2022,025 - 25 TREASURE ISLAND,1600 PM Peak (4pm-7pm),0%
INBOUND,November 2022,025 - 25 TREASURE ISLAND,1600 PM Peak (4pm-7pm),0%
INBOUND,October 2022,025 - 25 TREASURE ISLAND,1600 PM Peak (4pm-7pm),0%
INBOUND,September 2022,025 - 25 TREASURE ISLAND,1600 PM Peak (4pm-7pm),0%
INBOUND,August 2022,025 - 25 TREASURE ISLAND,1600 PM Peak (4pm-7pm),0%
INBOUND,July 2022,025 - 25 TREASURE ISLAND,1600 PM Peak (4pm-7pm),0%
INBOUND,June 2022,025 - 25 TREASURE ISLAND,1600 PM Peak (4pm-7pm),0%
INBOUND,May 2022,025 - 25 TREASURE ISLAND,1600 PM Peak (4pm-7pm),0%
INBOUND,September 2025,025 - 25 TREASURE ISLAND,1900 Evening (7pm-10pm),0%
INBOUND,August 2025,025 - 25 TREASURE ISLAND,1900 Evening (7pm-10pm),0%
INBOUND,July 2025,025 - 25 TREASURE ISLAND,1900 Evening (7pm-10pm),0%
INBOUND,June 2025,025 - 25 TREASURE ISLAND,1900 Evening (7pm-10pm),0%
INBOUND,May 2025,025 - 25 TREASURE ISLAND,1900 Evening (7pm-10pm),0%
INBOUND,April 2025,025 - 25 TREASURE ISLAND,1900 Evening (7pm-10pm),0%
INBOUND,March 2025,025 - 25 TREASURE ISLAND,1900 Evening (7pm-10pm),0%
INBOUND,February 2025,025 - 25 TREASURE ISLAND,1900 Evening (7pm-10pm),0%
INBOUND,January 2025,025 - 25 TREASURE ISLAND,1900 Evening (7pm-10pm),0%
INBOUND,December 2024,025 - 25 TREASURE ISLAND,1900 Evening (7pm-10pm),0%
INBOUND,November 2024,025 - 25 TREASURE ISLAND,1900 Evening (7pm-10pm),0%
INBOUND,October 2024,025 - 25 TREASURE ISLAND,1900 Evening (7pm-10pm),0%
INBOUND,September 2024,025 - 25 TREASURE ISLAND,1900 Evening (7pm-10pm),0%
INBOUND,August 2024,025 - 25 TREASURE ISLAND,1900 Evening (7pm-10pm),0%
INBOUND,July 2024,025 - 25 TREASURE ISLAND,1900 Evening (7pm-10pm),0%
INBOUND,June 2024,025 - 25 TREASURE ISLAND,1900 Evening (7pm-10pm),0%
INBOUND,May 2024,025 - 25 TREASURE ISLAND,1900 Evening (7pm-10pm),0%
INBOUND,April 2024,025 - 25 TREASURE ISLAND,1900 Evening (7pm-10pm),0%
INBOUND,March 2024,025 - 25 TREASURE ISLAND,1900 Evening (7pm-10pm),0%
INBOUND,February 2024,025 - 25 TREASURE ISLAND,1900 Evening (7pm-10pm),0%
INBOUND,January 2024,025 - 25 TREASURE ISLAND,1900 Evening (7pm-10pm),0%
INBOUND,December 2023,025 - 25 TREASURE ISLAND,1900 Evening (7pm-10pm),0%
INBOUND,November 2023,025 - 25 TREASURE ISLAND,1900 Evening (7pm-10pm),0%
INBOUND,October 2023,025 - 25 TREASURE ISLAND,1900 Evening (7pm-10pm),0%
INBOUND,September 2023,025 - 25 TREASURE ISLAND,1900 Evening (7pm-10pm),0%
INBOUND,August 2023,025 - 25 TREASURE ISLAND,1900 Evening (7pm-10pm),0%
INBOUND,July 2023,025 - 25 TREASURE ISLAND,1900 Evening (7pm-10pm),0%
INBOUND,June 2023,025 - 25 TREASURE ISLAND,1900 Evening (7pm-10pm),0%
INBOUND,May 2023,025 - 25 TREASURE ISLAND,1900 Evening (7pm-10pm),0%
INBOUND,April 2023,025 - 25 TREASURE ISLAND,1900 Evening (7pm-10pm),0%
INBOUND,March 2023,025 - 25 TREASURE ISLAND,1900 Evening (7pm-10pm),0%
INBOUND,February 2023,025 - 25 TREASURE ISLAND,1900 Evening (7pm-10pm),0%
INBOUND,January 2023,025 - 25 TREASURE ISLAND,1900 Evening (7pm-10pm),0%
INBOUND,December 2022,025 - 25 TREASURE ISLAND,1900 Evening (7pm-10pm),0%
INBOUND,November 2022,025 - 25 TREASURE ISLAND,1900 Evening (7pm-10pm),0%
INBOUND,October 2022,025 - 25 TREASURE ISLAND,1900 Evening (7pm-10pm),0%
INBOUND,September 2022,025 - 25 TREASURE ISLAND,1900 Evening (7pm-10pm),0%
INBOUND,August 2022,025 - 25 TREASURE ISLAND,1900 Evening (7pm-10pm),0%
INBOUND,July 2022,025 - 25 TREASURE ISLAND,1900 Evening (7pm-10pm),0%
INBOUND,June 2022,025 - 25 TREASURE ISLAND,1900 Evening (7pm-10pm),0%
INBOUND,May 2022,025 - 25 TREASURE ISLAND,1900 Evening (7pm-10pm),0%
INBOUND,September 2025,025 - 25 TREASURE ISLAND,2200 Night (10pm-1am),0%
INBOUND,August 2025,025 - 25 TREASURE ISLAND,2200 Night (10pm-1am),0%
INBOUND,July 2025,025 - 25 TREASURE ISLAND,2200 Night (10pm-1am),0%
INBOUND,June 2025,025 - 25 TREASURE ISLAND,2200 Night (10pm-1am),0%
INBOUND,May 2025,025 - 25 TREASURE ISLAND,2200 Night (10pm-1am),0%
INBOUND,April 2025,025 - 25 TREASURE ISLAND,2200 Night (10pm-1am),0%
INBOUND,March 2025,025 - 25 TREASURE ISLAND,2200 Night (10pm-1am),0%
INBOUND,February 2025,025 - 25 TREASURE ISLAND,2200 Night (10pm-1am),0%
INBOUND,January 2025,025 - 25 TREASURE ISLAND,2200 Night (10pm-1am),0%
INBOUND,December 2024,025 - 25 TREASURE ISLAND,2200 Night (10pm-1am),0%
INBOUND,November 2024,025 - 25 TREASURE ISLAND,2200 Night (10pm-1am),0%
INBOUND,October 2024,025 - 25 TREASURE ISLAND,2200 Night (10pm-1am),0%
INBOUND,September 2024,025 - 25 TREASURE ISLAND,2200 Night (10pm-1am),0%
INBOUND,August 2024,025 - 25 TREASURE ISLAND,2200 Night (10pm-1am),0%
INBOUND,July 2024,025 - 25 TREASURE ISLAND,2200 Night (10pm-1am),0%
INBOUND,June 2024,025 - 25 TREASURE ISLAND,2200 Night (10pm-1am),0%
INBOUND,May 2024,025 - 25 TREASURE ISLAND,2200 Night (10pm-1am),0%
INBOUND,April 2024,025 - 25 TREASURE ISLAND,2200 Night (10pm-1am),0%
INBOUND,March 2024,025 - 25 TREASURE ISLAND,2200 Night (10pm-1am),0%
INBOUND,February 2024,025 - 25 TREASURE ISLAND,2200 Night (10pm-1am),0%
INBOUND,January 2024,025 - 25 TREASURE ISLAND,2200 Night (10pm-1am),0%
INBOUND,December 2023,025 - 25 TREASURE ISLAND,2200 Night (10pm-1am),0%
INBOUND,November 2023,025 - 25 TREASURE ISLAND,2200 Night (10pm-1am),0%
INBOUND,October 2023,025 - 25 TREASURE ISLAND,2200 Night (10pm-1am),0%
INBOUND,September 2023,025 - 25 TREASURE ISLAND,2200 Night (10pm-1am),0%
INBOUND,August 2023,025 - 25 TREASURE ISLAND,2200 Night (10pm-1am),0%
INBOUND,July 2023,025 - 25 TREASURE ISLAND,2200 Night (10pm-1am),0%
INBOUND,June 2023,025 - 25 TREASURE ISLAND,2200 Night (10pm-1am),0%
INBOUND,May 2023,025 - 25 TREASURE ISLAND,2200 Night (10pm-1am),0%
INBOUND,April 2023,025 - 25 TREASURE ISLAND,2200 Night (10pm-1am),0%
INBOUND,March 2023,025 - 25 TREASURE ISLAND,2200 Night (10pm-1am),0%
INBOUND,February 2023,025 - 25 TREASURE ISLAND,2200 Night (10pm-1am),0%
INBOUND,January 2023,025 - 25 TREASURE ISLAND,2200 Night (10pm-1am),0%
INBOUND,December 2022,025 - 25 TREASURE ISLAND,2200 Night (10pm-1am),0%
INBOUND,November 2022,025 - 25 TREASURE ISLAND,2200 Night (10pm-1am),0%
INBOUND,October 2022,025 - 25 TREASURE ISLAND,2200 Night (10pm-1am),0%
INBOUND,September 2022,025 - 25 TREASURE ISLAND,2200 Night (10pm-1am),0%
INBOUND,August 2022,025 - 25 TREASURE ISLAND,2200 Night (10pm-1am),0%
INBOUND,July 2022,025 - 25 TREASURE ISLAND,2200 Night (10pm-1am),0%
INBOUND,June 2022,025 - 25 TREASURE ISLAND,2200 Night (10pm-1am),0%
INBOUND,May 2022,025 - 25 TREASURE ISLAND,2200 Night (10pm-1am),0%
INBOUND,September 2025,025 - 25 TREASURE ISLAND,2500 Owl (1am-6am),0%
INBOUND,August 2025,025 - 25 TREASURE ISLAND,2500 Owl (1am-6am),0%
INBOUND,July 2025,025 - 25 TREASURE ISLAND,2500 Owl (1am-6am),0%
INBOUND,June 2025,025 - 25 TREASURE ISLAND,2500 Owl (1am-6am),0%
INBOUND,May 2025,025 - 25 TREASURE ISLAND,2500 Owl (1am-6am),0%
INBOUND,April 2025,025 - 25 TREASURE ISLAND,2500 Owl (1am-6am),0%
INBOUND,March 2025,025 - 25 TREASURE ISLAND,2500 Owl (1am-6am),0%
INBOUND,February 2025,025 - 25 TREASURE ISLAND,2500 Owl (1am-6am),0%
INBOUND,January 2025,025 - 25 TREASURE ISLAND,2500 Owl (1am-6am),0%
INBOUND,December 2024,025 - 25 TREASURE ISLAND,2500 Owl (1am-6am),0%
INBOUND,November 2024,025 - 25 TREASURE ISLAND,2500 Owl (1am-6am),0%
INBOUND,October 2024,025 - 25 TREASURE ISLAND,2500 Owl (1am-6am),0%
INBOUND,September 2024,025 - 25 TREASURE ISLAND,2500 Owl (1am-6am),0%
INBOUND,August 2024,025 - 25 TREASURE ISLAND,2500 Owl (1am-6am),0%
INBOUND,July 2024,025 - 25 TREASURE ISLAND,2500 Owl (1am-6am),0%
INBOUND,June 2024,025 - 25 TREASURE ISLAND,2500 Owl (1am-6am),0%
INBOUND,May 2024,025 - 25 TREASURE ISLAND,2500 Owl (1am-6am),0%
INBOUND,April 2024,025 - 25 TREASURE ISLAND,2500 Owl (1am-6am),0%
INBOUND,March 2024,025 - 25 TREASURE ISLAND,2500 Owl (1am-6am),0%
INBOUND,February 2024,025 - 25 TREASURE ISLAND,2500 Owl (1am-6am),0%
INBOUND,January 2024,025 - 25 TREASURE ISLAND,2500 Owl (1am-6am),0%
INBOUND,December 2023,025 - 25 TREASURE ISLAND,2500 Owl (1am-6am),0%
INBOUND,November 2023,025 - 25 TREASURE ISLAND,2500 Owl (1am-6am),0%
INBOUND,October 2023,025 - 25 TREASURE ISLAND,2500 Owl (1am-6am),0%
INBOUND,September 2023,025 - 25 TREASURE ISLAND,2500 Owl (1am-6am),0%
INBOUND,August 2023,025 - 25 TREASURE ISLAND,2500 Owl (1am-6am),0%
INBOUND,July 2023,025 - 25 TREASURE ISLAND,2500 Owl (1am-6am),0%
INBOUND,June 2023,025 - 25 TREASURE ISLAND,2500 Owl (1am-6am),0%
INBOUND,May 2023,025 - 25 TREASURE ISLAND,2500 Owl (1am-6am),0%
INBOUND,April 2023,025 - 25 TREASURE ISLAND,2500 Owl (1am-6am),0%
INBOUND,March 2023,025 - 25 TREASURE ISLAND,2500 Owl (1am-6am),0%
INBOUND,February 2023,025 - 25 TREASURE ISLAND,2500 Owl (1am-6am),0%
INBOUND,January 2023,025 - 25 TREASURE ISLAND,2500 Owl (1am-6am),0%
INBOUND,December 2022,025 - 25 TREASURE ISLAND,2500 Owl (1am-6am),0%
INBOUND,November 2022,025 - 25 TREASURE ISLAND,2500 Owl (1am-6am),0%
INBOUND,October 2022,025 - 25 TREASURE ISLAND,2500 Owl (1am-6am),0%
INBOUND,September 2022,025 - 25 TREASURE ISLAND,2500 Owl (1am-6am),0%
INBOUND,August 2022,025 - 25 TREASURE ISLAND,2500 Owl (1am-6am),0%
INBOUND,July 2022,025 - 25 TREASURE ISLAND,2500 Owl (1am-6am),0%
INBOUND,June 2022,025 - 25 TREASURE ISLAND,2500 Owl (1am-6am),0%
INBOUND,May 2022,025 - 25 TREASURE ISLAND,2500 Owl (1am-6am),0%
INBOUND,September 2025,027 - 27 BRYANT,0600 AM Peak (6am-9am),0%
INBOUND,August 2025,027 - 27 BRYANT,0600 AM Peak (6am-9am),0%
INBOUND,July 2025,027 - 27 BRYANT,0600 AM Peak (6am-9am),0%
INBOUND,June 2025,027 - 27 BRYANT,0600 AM Peak (6am-9am),0%
INBOUND,May 2025,027 - 27 BRYANT,0600 AM Peak (6am-9am),1%
INBOUND,April 2025,027 - 27 BRYANT,0600 AM Peak (6am-9am),0%
INBOUND,March 2025,027 - 27 BRYANT,0600 AM Peak (6am-9am),0%
INBOUND,February 2025,027 - 27 BRYANT,0600 AM Peak (6am-9am),0%
INBOUND,January 2025,027 - 27 BRYANT,0600 AM Peak (6am-9am),0%
INBOUND,December 2024,027 - 27 BRYANT,0600 AM Peak (6am-9am),0%
INBOUND,November 2024,027 - 27 BRYANT,0600 AM Peak (6am-9am),2%
INBOUND,October 2024,027 - 27 BRYANT,0600 AM Peak (6am-9am),1%
INBOUND,September 2024,027 - 27 BRYANT,0600 AM Peak (6am-9am),2%
INBOUND,August 2024,027 - 27 BRYANT,0600 AM Peak (6am-9am),1%
INBOUND,July 2024,027 - 27 BRYANT,0600 AM Peak (6am-9am),0%
INBOUND,June 2024,027 - 27 BRYANT,0600 AM Peak (6am-9am),0%
INBOUND,May 2024,027 - 27 BRYANT,0600 AM Peak (6am-9am),0%
INBOUND,April 2024,027 - 27 BRYANT,0600 AM Peak (6am-9am),0%
INBOUND,March 2024,027 - 27 BRYANT,0600 AM Peak (6am-9am),2%
INBOUND,February 2024,027 - 27 BRYANT,0600 AM Peak (6am-9am),1%
INBOUND,January 2024,027 - 27 BRYANT,0600 AM Peak (6am-9am),0%
INBOUND,December 2023,027 - 27 BRYANT,0600 AM Peak (6am-9am),0%
INBOUND,November 2023,027 - 27 BRYANT,0600 AM Peak (6am-9am),0%
INBOUND,October 2023,027 - 27 BRYANT,0600 AM Peak (6am-9am),0%
INBOUND,September 2023,027 - 27 BRYANT,0600 AM Peak (6am-9am),0%
INBOUND,August 2023,027 - 27 BRYANT,0600 AM Peak (6am-9am),0%
INBOUND,July 2023,027 - 27 BRYANT,0600 AM Peak (6am-9am),0%
INBOUND,June 2023,027 - 27 BRYANT,0600 AM Peak (6am-9am),0%
INBOUND,May 2023,027 - 27 BRYANT,0600 AM Peak (6am-9am),1%
INBOUND,April 2023,027 - 27 BRYANT,0600 AM Peak (6am-9am),0%
INBOUND,March 2023,027 - 27 BRYANT,0600 AM Peak (6am-9am),0%
INBOUND,February 2023,027 - 27 BRYANT,0600 AM Peak (6am-9am),0%
INBOUND,January 2023,027 - 27 BRYANT,0600 AM Peak (6am-9am),0%
INBOUND,December 2022,027 - 27 BRYANT,0600 AM Peak (6am-9am),0%
INBOUND,November 2022,027 - 27 BRYANT,0600 AM Peak (6am-9am),0%
INBOUND,October 2022,027 - 27 BRYANT,0600 AM Peak (6am-9am),0%
INBOUND,September 2022,027 - 27 BRYANT,0600 AM Peak (6am-9am),0%
INBOUND,August 2022,027 - 27 BRYANT,0600 AM Peak (6am-9am),0%
INBOUND,July 2022,027 - 27 BRYANT,0600 AM Peak (6am-9am),0%
INBOUND,June 2022,027 - 27 BRYANT,0600 AM Peak (6am-9am),0%
INBOUND,May 2022,027 - 27 BRYANT,0600 AM Peak (6am-9am),0%
INBOUND,September 2025,027 - 27 BRYANT,0900 Mid-Day (9am-2pm),0%
INBOUND,August 2025,027 - 27 BRYANT,0900 Mid-Day (9am-2pm),0%
INBOUND,July 2025,027 - 27 BRYANT,0900 Mid-Day (9am-2pm),0%
INBOUND,June 2025,027 - 27 BRYANT,0900 Mid-Day (9am-2pm),0%
INBOUND,May 2025,027 - 27 BRYANT,0900 Mid-Day (9am-2pm),0%
INBOUND,April 2025,027 - 27 BRYANT,0900 Mid-Day (9am-2pm),0%
INBOUND,March 2025,027 - 27 BRYANT,0900 Mid-Day (9am-2pm),0%
INBOUND,February 2025,027 - 27 BRYANT,0900 Mid-Day (9am-2pm),0%
INBOUND,January 2025,027 - 27 BRYANT,0900 Mid-Day (9am-2pm),0%
INBOUND,December 2024,027 - 27 BRYANT,0900 Mid-Day (9am-2pm),0%
INBOUND,November 2024,027 - 27 BRYANT,0900 Mid-Day (9am-2pm),0%
INBOUND,October 2024,027 - 27 BRYANT,0900 Mid-Day (9am-2pm),0%
INBOUND,September 2024,027 - 27 BRYANT,0900 Mid-Day (9am-2pm),0%
INBOUND,August 2024,027 - 27 BRYANT,0900 Mid-Day (9am-2pm),0%
INBOUND,July 2024,027 - 27 BRYANT,0900 Mid-Day (9am-2pm),0%
INBOUND,June 2024,027 - 27 BRYANT,0900 Mid-Day (9am-2pm),0%
INBOUND,May 2024,027 - 27 BRYANT,0900 Mid-Day (9am-2pm),0%
INBOUND,April 2024,027 - 27 BRYANT,0900 Mid-Day (9am-2pm),0%
INBOUND,March 2024,027 - 27 BRYANT,0900 Mid-Day (9am-2pm),0%
INBOUND,February 2024,027 - 27 BRYANT,0900 Mid-Day (9am-2pm),0%
INBOUND,January 2024,027 - 27 BRYANT,0900 Mid-Day (9am-2pm),0%
INBOUND,December 2023,027 - 27 BRYANT,0900 Mid-Day (9am-2pm),0%
INBOUND,November 2023,027 - 27 BRYANT,0900 Mid-Day (9am-2pm),0%
INBOUND,October 2023,027 - 27 BRYANT,0900 Mid-Day (9am-2pm),0%
INBOUND,September 2023,027 - 27 BRYANT,0900 Mid-Day (9am-2pm),0%
INBOUND,August 2023,027 - 27 BRYANT,0900 Mid-Day (9am-2pm),0%
INBOUND,July 2023,027 - 27 BRYANT,0900 Mid-Day (9am-2pm),0%
INBOUND,June 2023,027 - 27 BRYANT,0900 Mid-Day (9am-2pm),0%
INBOUND,May 2023,027 - 27 BRYANT,0900 Mid-Day (9am-2pm),0%
INBOUND,April 2023,027 - 27 BRYANT,0900 Mid-Day (9am-2pm),0%
INBOUND,March 2023,027 - 27 BRYANT,0900 Mid-Day (9am-2pm),0%
INBOUND,February 2023,027 - 27 BRYANT,0900 Mid-Day (9am-2pm),0%
INBOUND,January 2023,027 - 27 BRYANT,0900 Mid-Day (9am-2pm),0%
INBOUND,December 2022,027 - 27 BRYANT,0900 Mid-Day (9am-2pm),0%
INBOUND,November 2022,027 - 27 BRYANT,0900 Mid-Day (9am-2pm),0%
INBOUND,October 2022,027 - 27 BRYANT,0900 Mid-Day (9am-2pm),0%
INBOUND,September 2022,027 - 27 BRYANT,0900 Mid-Day (9am-2pm),0%
INBOUND,August 2022,027 - 27 BRYANT,0900 Mid-Day (9am-2pm),0%
INBOUND,July 2022,027 - 27 BRYANT,0900 Mid-Day (9am-2pm),0%
INBOUND,June 2022,027 - 27 BRYANT,0900 Mid-Day (9am-2pm),0%
INBOUND,May 2022,027 - 27 BRYANT,0900 Mid-Day (9am-2pm),0%
INBOUND,September 2025,027 - 27 BRYANT,1400 School (2pm-4pm),0%
INBOUND,August 2025,027 - 27 BRYANT,1400 School (2pm-4pm),0%
INBOUND,July 2025,027 - 27 BRYANT,1400 School (2pm-4pm),0%
INBOUND,June 2025,027 - 27 BRYANT,1400 School (2pm-4pm),0%
INBOUND,May 2025,027 - 27 BRYANT,1400 School (2pm-4pm),1%
INBOUND,April 2025,027 - 27 BRYANT,1400 School (2pm-4pm),0%
INBOUND,March 2025,027 - 27 BRYANT,1400 School (2pm-4pm),0%
INBOUND,February 2025,027 - 27 BRYANT,1400 School (2pm-4pm),1%
INBOUND,January 2025,027 - 27 BRYANT,1400 School (2pm-4pm),0%
INBOUND,December 2024,027 - 27 BRYANT,1400 School (2pm-4pm),1%
INBOUND,November 2024,027 - 27 BRYANT,1400 School (2pm-4pm),1%
INBOUND,October 2024,027 - 27 BRYANT,1400 School (2pm-4pm),0%
INBOUND,September 2024,027 - 27 BRYANT,1400 School (2pm-4pm),1%
INBOUND,August 2024,027 - 27 BRYANT,1400 School (2pm-4pm),0%
INBOUND,July 2024,027 - 27 BRYANT,1400 School (2pm-4pm),1%
INBOUND,June 2024,027 - 27 BRYANT,1400 School (2pm-4pm),0%
